precision,workload_type,workload_function,dims,iterations
bf16,nonlinear,softmax,"(2, 12288)",-1
fp16,nonlinear,softmax,"(2, 12288)",-1
fp32,nonlinear,softmax,"(2, 12288)",-1
bf16,nonlinear,softmax,"(2, 13312)",-1
fp16,nonlinear,softmax,"(2, 13312)",-1
fp32,nonlinear,softmax,"(2, 13312)",-1
bf16,nonlinear,softmax,"(2, 14336)",-1
fp16,nonlinear,softmax,"(2, 14336)",-1
fp32,nonlinear,softmax,"(2, 14336)",-1
bf16,nonlinear,softmax,"(2, 15360)",-1
fp16,nonlinear,softmax,"(2, 15360)",-1
fp32,nonlinear,softmax,"(2, 15360)",-1
bf16,nonlinear,softmax,"(2, 16384)",-1
fp16,nonlinear,softmax,"(2, 16384)",-1
fp32,nonlinear,softmax,"(2, 16384)",-1
bf16,nonlinear,softmax,"(2, 2048)",-1
fp16,nonlinear,softmax,"(2, 2048)",-1
fp32,nonlinear,softmax,"(2, 2048)",-1
bf16,nonlinear,softmax,"(2, 3072)",-1
fp16,nonlinear,softmax,"(2, 3072)",-1
fp32,nonlinear,softmax,"(2, 3072)",-1
bf16,nonlinear,softmax,"(2, 4096)",-1
fp16,nonlinear,softmax,"(2, 4096)",-1
fp32,nonlinear,softmax,"(2, 4096)",-1
bf16,nonlinear,softmax,"(2, 5120)",-1
fp16,nonlinear,softmax,"(2, 5120)",-1
fp32,nonlinear,softmax,"(2, 5120)",-1
bf16,nonlinear,softmax,"(2, 6144)",-1
fp16,nonlinear,softmax,"(2, 6144)",-1
fp32,nonlinear,softmax,"(2, 6144)",-1
bf16,nonlinear,softmax,"(2, 7168)",-1
fp16,nonlinear,softmax,"(2, 7168)",-1
fp32,nonlinear,softmax,"(2, 7168)",-1
bf16,nonlinear,softmax,"(2, 8192)",-1
fp16,nonlinear,softmax,"(2, 8192)",-1
fp32,nonlinear,softmax,"(2, 8192)",-1
bf16,nonlinear,softmax,"(2, 9216)",-1
fp16,nonlinear,softmax,"(2, 9216)",-1
fp32,nonlinear,softmax,"(2, 9216)",-1
bf16,nonlinear,softmax,"(32, 10240)",-1
fp16,nonlinear,softmax,"(32, 10240)",-1
fp32,nonlinear,softmax,"(32, 10240)",-1
bf16,nonlinear,softmax,"(32, 11264)",-1
fp16,nonlinear,softmax,"(32, 11264)",-1
fp32,nonlinear,softmax,"(32, 11264)",-1
bf16,nonlinear,softmax,"(32, 12288)",-1
fp16,nonlinear,softmax,"(32, 12288)",-1
fp32,nonlinear,softmax,"(32, 12288)",-1
bf16,nonlinear,softmax,"(32, 13312)",-1
fp16,nonlinear,softmax,"(32, 13312)",-1
fp32,nonlinear,softmax,"(32, 13312)",-1
bf16,nonlinear,softmax,"(32, 14336)",-1
fp16,nonlinear,softmax,"(32, 14336)",-1
fp32,nonlinear,softmax,"(32, 14336)",-1
bf16,nonlinear,softmax,"(32, 15360)",-1
fp16,nonlinear,softmax,"(32, 15360)",-1
fp32,nonlinear,softmax,"(32, 15360)",-1
bf16,nonlinear,softmax,"(32, 16384)",-1
fp16,nonlinear,softmax,"(32, 16384)",-1
fp32,nonlinear,softmax,"(32, 16384)",-1
bf16,nonlinear,softmax,"(32, 2048)",-1
fp16,nonlinear,softmax,"(32, 2048)",-1
fp32,nonlinear,softmax,"(32, 2048)",-1
bf16,nonlinear,softmax,"(32, 3072)",-1
fp16,nonlinear,softmax,"(32, 3072)",-1
fp32,nonlinear,softmax,"(32, 3072)",-1
bf16,nonlinear,softmax,"(32, 4096)",-1
fp16,nonlinear,softmax,"(32, 4096)",-1
fp32,nonlinear,softmax,"(32, 4096)",-1
bf16,nonlinear,softmax,"(32, 5120)",-1
fp16,nonlinear,softmax,"(32, 5120)",-1
fp32,nonlinear,softmax,"(32, 5120)",-1
bf16,nonlinear,softmax,"(32, 6144)",-1
fp16,nonlinear,softmax,"(32, 6144)",-1
fp32,nonlinear,softmax,"(32, 6144)",-1
bf16,nonlinear,softmax,"(32, 7168)",-1
fp16,nonlinear,softmax,"(32, 7168)",-1
fp32,nonlinear,softmax,"(32, 7168)",-1
bf16,nonlinear,softmax,"(32, 8192)",-1
fp16,nonlinear,softmax,"(32, 8192)",-1
fp32,nonlinear,softmax,"(32, 8192)",-1
bf16,nonlinear,softmax,"(32, 9216)",-1
fp16,nonlinear,softmax,"(32, 9216)",-1
fp32,nonlinear,softmax,"(32, 9216)",-1
bf16,nonlinear,softmax,"(4, 10240)",-1
fp16,nonlinear,softmax,"(4, 10240)",-1
fp32,nonlinear,softmax,"(4, 10240)",-1
bf16,nonlinear,softmax,"(4, 11264)",-1
fp16,nonlinear,softmax,"(4, 11264)",-1
fp32,nonlinear,softmax,"(4, 11264)",-1
bf16,nonlinear,softmax,"(4, 12288)",-1
fp16,nonlinear,softmax,"(4, 12288)",-1
fp32,nonlinear,softmax,"(4, 12288)",-1
bf16,nonlinear,softmax,"(4, 13312)",-1
fp16,nonlinear,softmax,"(4, 13312)",-1
fp32,nonlinear,softmax,"(4, 13312)",-1
bf16,nonlinear,softmax,"(4, 14336)",-1
fp16,nonlinear,softmax,"(4, 14336)",-1
fp32,nonlinear,softmax,"(4, 14336)",-1
bf16,nonlinear,softmax,"(4, 15360)",-1
fp16,nonlinear,softmax,"(4, 15360)",-1
fp32,nonlinear,softmax,"(4, 15360)",-1
bf16,nonlinear,softmax,"(4, 16384)",-1
fp16,nonlinear,softmax,"(4, 16384)",-1
fp32,nonlinear,softmax,"(4, 16384)",-1
bf16,nonlinear,softmax,"(4, 2048)",-1
fp16,nonlinear,softmax,"(4, 2048)",-1
fp32,nonlinear,softmax,"(4, 2048)",-1
bf16,nonlinear,softmax,"(4, 3072)",-1
fp16,nonlinear,softmax,"(4, 3072)",-1
fp32,nonlinear,softmax,"(4, 3072)",-1
bf16,nonlinear,softmax,"(4, 4096)",-1
fp16,nonlinear,softmax,"(4, 4096)",-1
fp32,nonlinear,softmax,"(4, 4096)",-1
bf16,nonlinear,softmax,"(4, 5120)",-1
fp16,nonlinear,softmax,"(4, 5120)",-1
fp32,nonlinear,softmax,"(4, 5120)",-1
bf16,nonlinear,softmax,"(4, 6144)",-1
fp16,nonlinear,softmax,"(4, 6144)",-1
fp32,nonlinear,softmax,"(4, 6144)",-1
bf16,nonlinear,softmax,"(4, 7168)",-1
fp16,nonlinear,softmax,"(4, 7168)",-1
fp32,nonlinear,softmax,"(4, 7168)",-1
bf16,nonlinear,softmax,"(4, 8192)",-1
fp16,nonlinear,softmax,"(4, 8192)",-1
fp32,nonlinear,softmax,"(4, 8192)",-1
bf16,nonlinear,softmax,"(4, 9216)",-1
fp16,nonlinear,softmax,"(4, 9216)",-1
fp32,nonlinear,softmax,"(4, 9216)",-1
bf16,nonlinear,softmax,"(512, 10240)",-1
fp16,nonlinear,softmax,"(512, 10240)",-1
fp32,nonlinear,softmax,"(512, 10240)",-1
bf16,nonlinear,softmax,"(512, 11264)",-1
fp16,nonlinear,softmax,"(512, 11264)",-1
fp32,nonlinear,softmax,"(512, 11264)",-1
bf16,nonlinear,softmax,"(512, 12288)",-1
fp16,nonlinear,softmax,"(512, 12288)",-1
fp32,nonlinear,softmax,"(512, 12288)",-1
bf16,nonlinear,softmax,"(512, 13312)",-1
fp16,nonlinear,softmax,"(512, 13312)",-1
fp32,nonlinear,softmax,"(512, 13312)",-1
bf16,nonlinear,softmax,"(512, 14336)",-1
fp16,nonlinear,softmax,"(512, 14336)",-1
fp32,nonlinear,softmax,"(512, 14336)",-1
bf16,nonlinear,softmax,"(512, 15360)",-1
fp16,nonlinear,softmax,"(512, 15360)",-1
fp32,nonlinear,softmax,"(512, 15360)",-1
bf16,nonlinear,softmax,"(512, 16384)",-1
fp16,nonlinear,softmax,"(512, 16384)",-1
fp32,nonlinear,softmax,"(512, 16384)",-1
bf16,nonlinear,softmax,"(512, 2048)",-1
fp16,nonlinear,softmax,"(512, 2048)",-1
fp32,nonlinear,softmax,"(512, 2048)",-1
bf16,nonlinear,softmax,"(512, 3072)",-1
fp16,nonlinear,softmax,"(512, 3072)",-1
fp32,nonlinear,softmax,"(512, 3072)",-1
bf16,nonlinear,softmax,"(512, 4096)",-1
fp16,nonlinear,softmax,"(512, 4096)",-1
fp32,nonlinear,softmax,"(512, 4096)",-1
bf16,nonlinear,softmax,"(512, 5120)",-1
fp16,nonlinear,softmax,"(512, 5120)",-1
fp32,nonlinear,softmax,"(512, 5120)",-1
bf16,nonlinear,softmax,"(512, 6144)",-1
fp16,nonlinear,softmax,"(512, 6144)",-1
fp32,nonlinear,softmax,"(512, 6144)",-1
bf16,nonlinear,softmax,"(512, 7168)",-1
fp16,nonlinear,softmax,"(512, 7168)",-1
fp32,nonlinear,softmax,"(512, 7168)",-1
bf16,nonlinear,softmax,"(512, 8192)",-1
fp16,nonlinear,softmax,"(512, 8192)",-1
fp32,nonlinear,softmax,"(512, 8192)",-1
bf16,nonlinear,softmax,"(512, 9216)",-1
fp16,nonlinear,softmax,"(512, 9216)",-1
fp32,nonlinear,softmax,"(512, 9216)",-1
bf16,nonlinear,softmax,"(64, 10240)",-1
fp16,nonlinear,softmax,"(64, 10240)",-1
fp32,nonlinear,softmax,"(64, 10240)",-1
bf16,nonlinear,softmax,"(64, 11264)",-1
fp16,nonlinear,softmax,"(64, 11264)",-1
fp32,nonlinear,softmax,"(64, 11264)",-1
bf16,nonlinear,softmax,"(64, 12288)",-1
fp16,nonlinear,softmax,"(64, 12288)",-1
fp32,nonlinear,softmax,"(64, 12288)",-1
bf16,nonlinear,softmax,"(64, 13312)",-1
fp16,nonlinear,softmax,"(64, 13312)",-1
fp32,nonlinear,softmax,"(64, 13312)",-1
bf16,nonlinear,softmax,"(64, 14336)",-1
fp16,nonlinear,softmax,"(64, 14336)",-1
fp32,nonlinear,softmax,"(64, 14336)",-1
bf16,nonlinear,softmax,"(64, 15360)",-1
fp16,nonlinear,softmax,"(64, 15360)",-1
fp32,nonlinear,softmax,"(64, 15360)",-1
bf16,nonlinear,softmax,"(64, 16384)",-1
fp16,nonlinear,softmax,"(64, 16384)",-1
fp32,nonlinear,softmax,"(64, 16384)",-1
bf16,nonlinear,softmax,"(64, 2048)",-1
fp16,nonlinear,softmax,"(64, 2048)",-1
fp32,nonlinear,softmax,"(64, 2048)",-1
bf16,nonlinear,softmax,"(64, 3072)",-1
fp16,nonlinear,softmax,"(64, 3072)",-1
fp32,nonlinear,softmax,"(64, 3072)",-1
bf16,nonlinear,softmax,"(64, 4096)",-1
fp16,nonlinear,softmax,"(64, 4096)",-1
fp32,nonlinear,softmax,"(64, 4096)",-1
bf16,nonlinear,softmax,"(64, 5120)",-1
fp16,nonlinear,softmax,"(64, 5120)",-1
fp32,nonlinear,softmax,"(64, 5120)",-1
bf16,nonlinear,softmax,"(64, 6144)",-1
fp16,nonlinear,softmax,"(64, 6144)",-1
fp32,nonlinear,softmax,"(64, 6144)",-1
bf16,nonlinear,softmax,"(64, 7168)",-1
fp16,nonlinear,softmax,"(64, 7168)",-1
fp32,nonlinear,softmax,"(64, 7168)",-1
bf16,nonlinear,softmax,"(64, 8192)",-1
fp16,nonlinear,softmax,"(64, 8192)",-1
fp32,nonlinear,softmax,"(64, 8192)",-1
bf16,nonlinear,softmax,"(64, 9216)",-1
fp16,nonlinear,softmax,"(64, 9216)",-1
fp32,nonlinear,softmax,"(64, 9216)",-1
bf16,nonlinear,softmax,"(8, 10240)",-1
fp16,nonlinear,softmax,"(8, 10240)",-1
fp32,nonlinear,softmax,"(8, 10240)",-1
bf16,nonlinear,softmax,"(8, 11264)",-1
fp16,nonlinear,softmax,"(8, 11264)",-1
fp32,nonlinear,softmax,"(8, 11264)",-1
bf16,nonlinear,softmax,"(8, 12288)",-1
fp16,nonlinear,softmax,"(8, 12288)",-1
fp32,nonlinear,softmax,"(8, 12288)",-1
bf16,nonlinear,softmax,"(8, 13312)",-1
fp16,nonlinear,softmax,"(8, 13312)",-1
fp32,nonlinear,softmax,"(8, 13312)",-1
bf16,nonlinear,softmax,"(8, 14336)",-1
fp16,nonlinear,softmax,"(8, 14336)",-1
fp32,nonlinear,softmax,"(8, 14336)",-1
bf16,nonlinear,softmax,"(8, 15360)",-1
fp16,nonlinear,softmax,"(8, 15360)",-1
fp32,nonlinear,softmax,"(8, 15360)",-1
bf16,nonlinear,softmax,"(8, 16384)",-1
fp16,nonlinear,softmax,"(8, 16384)",-1
fp32,nonlinear,softmax,"(8, 16384)",-1
bf16,nonlinear,softmax,"(8, 2048)",-1
fp16,nonlinear,softmax,"(8, 2048)",-1
fp32,nonlinear,softmax,"(8, 2048)",-1
bf16,nonlinear,softmax,"(8, 3072)",-1
fp16,nonlinear,softmax,"(8, 3072)",-1
fp32,nonlinear,softmax,"(8, 3072)",-1
bf16,nonlinear,softmax,"(8, 4096)",-1
fp16,nonlinear,softmax,"(8, 4096)",-1
fp32,nonlinear,softmax,"(8, 4096)",-1
bf16,nonlinear,softmax,"(8, 5120)",-1
fp16,nonlinear,softmax,"(8, 5120)",-1
fp32,nonlinear,softmax,"(8, 5120)",-1
bf16,nonlinear,softmax,"(8, 6144)",-1
fp16,nonlinear,softmax,"(8, 6144)",-1
fp32,nonlinear,softmax,"(8, 6144)",-1
bf16,nonlinear,softmax,"(8, 7168)",-1
fp16,nonlinear,softmax,"(8, 7168)",-1
fp32,nonlinear,softmax,"(8, 7168)",-1
bf16,nonlinear,softmax,"(8, 8192)",-1
fp16,nonlinear,softmax,"(8, 8192)",-1
fp32,nonlinear,softmax,"(8, 8192)",-1
bf16,nonlinear,softmax,"(8, 9216)",-1
fp16,nonlinear,softmax,"(8, 9216)",-1
fp32,nonlinear,softmax,"(8, 9216)",-1
bf16,nonlinear,layernorm,"(1024, 1024)",-1
fp16,nonlinear,layernorm,"(1024, 1024)",-1
fp32,nonlinear,layernorm,"(1024, 1024)",-1
bf16,nonlinear,layernorm,"(1024, 1152)",-1
fp16,nonlinear,layernorm,"(1024, 1152)",-1
fp32,nonlinear,layernorm,"(1024, 1152)",-1
bf16,nonlinear,layernorm,"(1024, 1280)",-1
fp16,nonlinear,layernorm,"(1024, 1280)",-1
fp32,nonlinear,layernorm,"(1024, 1280)",-1
bf16,nonlinear,layernorm,"(1024, 128)",-1
fp16,nonlinear,layernorm,"(1024, 128)",-1
fp32,nonlinear,layernorm,"(1024, 128)",-1
bf16,nonlinear,layernorm,"(1024, 1408)",-1
fp16,nonlinear,layernorm,"(1024, 1408)",-1
fp32,nonlinear,layernorm,"(1024, 1408)",-1
bf16,nonlinear,layernorm,"(1024, 1536)",-1
fp16,nonlinear,layernorm,"(1024, 1536)",-1
fp32,nonlinear,layernorm,"(1024, 1536)",-1
bf16,nonlinear,layernorm,"(1024, 1664)",-1
fp16,nonlinear,layernorm,"(1024, 1664)",-1
fp32,nonlinear,layernorm,"(1024, 1664)",-1
bf16,nonlinear,layernorm,"(1024, 1792)",-1
fp16,nonlinear,layernorm,"(1024, 1792)",-1
fp32,nonlinear,layernorm,"(1024, 1792)",-1
bf16,nonlinear,layernorm,"(1024, 1920)",-1
fp16,nonlinear,layernorm,"(1024, 1920)",-1
fp32,nonlinear,layernorm,"(1024, 1920)",-1
bf16,nonlinear,layernorm,"(1024, 2048)",-1
fp16,nonlinear,layernorm,"(1024, 2048)",-1
fp32,nonlinear,layernorm,"(1024, 2048)",-1
bf16,nonlinear,layernorm,"(1024, 2176)",-1
fp16,nonlinear,layernorm,"(1024, 2176)",-1
fp32,nonlinear,layernorm,"(1024, 2176)",-1
bf16,nonlinear,layernorm,"(1024, 2304)",-1
fp16,nonlinear,layernorm,"(1024, 2304)",-1
fp32,nonlinear,layernorm,"(1024, 2304)",-1
bf16,nonlinear,layernorm,"(1024, 2432)",-1
fp16,nonlinear,layernorm,"(1024, 2432)",-1
fp32,nonlinear,layernorm,"(1024, 2432)",-1
bf16,nonlinear,layernorm,"(1024, 2560)",-1
fp16,nonlinear,layernorm,"(1024, 2560)",-1
fp32,nonlinear,layernorm,"(1024, 2560)",-1
bf16,nonlinear,layernorm,"(1024, 256)",-1
fp16,nonlinear,layernorm,"(1024, 256)",-1
fp32,nonlinear,layernorm,"(1024, 256)",-1
bf16,nonlinear,layernorm,"(1024, 2688)",-1
fp16,nonlinear,layernorm,"(1024, 2688)",-1
fp32,nonlinear,layernorm,"(1024, 2688)",-1
bf16,nonlinear,layernorm,"(1024, 2816)",-1
fp16,nonlinear,layernorm,"(1024, 2816)",-1
fp32,nonlinear,layernorm,"(1024, 2816)",-1
bf16,nonlinear,layernorm,"(1024, 2944)",-1
fp16,nonlinear,layernorm,"(1024, 2944)",-1
fp32,nonlinear,layernorm,"(1024, 2944)",-1
bf16,nonlinear,layernorm,"(1024, 3072)",-1
fp16,nonlinear,layernorm,"(1024, 3072)",-1
fp32,nonlinear,layernorm,"(1024, 3072)",-1
bf16,nonlinear,layernorm,"(1024, 3200)",-1
fp16,nonlinear,layernorm,"(1024, 3200)",-1
fp32,nonlinear,layernorm,"(1024, 3200)",-1
bf16,nonlinear,layernorm,"(1024, 3328)",-1
fp16,nonlinear,layernorm,"(1024, 3328)",-1
fp32,nonlinear,layernorm,"(1024, 3328)",-1
bf16,nonlinear,layernorm,"(1024, 3456)",-1
fp16,nonlinear,layernorm,"(1024, 3456)",-1
fp32,nonlinear,layernorm,"(1024, 3456)",-1
bf16,nonlinear,layernorm,"(1024, 3584)",-1
fp16,nonlinear,layernorm,"(1024, 3584)",-1
fp32,nonlinear,layernorm,"(1024, 3584)",-1
bf16,nonlinear,layernorm,"(1024, 3712)",-1
fp16,nonlinear,layernorm,"(1024, 3712)",-1
fp32,nonlinear,layernorm,"(1024, 3712)",-1
bf16,nonlinear,layernorm,"(1024, 3840)",-1
fp16,nonlinear,layernorm,"(1024, 3840)",-1
fp32,nonlinear,layernorm,"(1024, 3840)",-1
bf16,nonlinear,layernorm,"(1024, 384)",-1
fp16,nonlinear,layernorm,"(1024, 384)",-1
fp32,nonlinear,layernorm,"(1024, 384)",-1
bf16,nonlinear,layernorm,"(1024, 3968)",-1
fp16,nonlinear,layernorm,"(1024, 3968)",-1
fp32,nonlinear,layernorm,"(1024, 3968)",-1
bf16,nonlinear,layernorm,"(1024, 4096)",-1
fp16,nonlinear,layernorm,"(1024, 4096)",-1
fp32,nonlinear,layernorm,"(1024, 4096)",-1
bf16,nonlinear,layernorm,"(1024, 512)",-1
fp16,nonlinear,layernorm,"(1024, 512)",-1
fp32,nonlinear,layernorm,"(1024, 512)",-1
bf16,nonlinear,layernorm,"(1024, 640)",-1
fp16,nonlinear,layernorm,"(1024, 640)",-1
fp32,nonlinear,layernorm,"(1024, 640)",-1
bf16,nonlinear,layernorm,"(1024, 768)",-1
fp16,nonlinear,layernorm,"(1024, 768)",-1
fp32,nonlinear,layernorm,"(1024, 768)",-1
bf16,nonlinear,layernorm,"(1024, 896)",-1
fp16,nonlinear,layernorm,"(1024, 896)",-1
fp32,nonlinear,layernorm,"(1024, 896)",-1
bf16,nonlinear,layernorm,"(128, 1024)",-1
fp16,nonlinear,layernorm,"(128, 1024)",-1
fp32,nonlinear,layernorm,"(128, 1024)",-1
bf16,nonlinear,layernorm,"(128, 1152)",-1
fp16,nonlinear,layernorm,"(128, 1152)",-1
fp32,nonlinear,layernorm,"(128, 1152)",-1
bf16,nonlinear,layernorm,"(128, 1280)",-1
fp16,nonlinear,layernorm,"(128, 1280)",-1
fp32,nonlinear,layernorm,"(128, 1280)",-1
bf16,nonlinear,layernorm,"(128, 128)",-1
fp16,nonlinear,layernorm,"(128, 128)",-1
fp32,nonlinear,layernorm,"(128, 128)",-1
bf16,nonlinear,layernorm,"(128, 1408)",-1
fp16,nonlinear,layernorm,"(128, 1408)",-1
fp32,nonlinear,layernorm,"(128, 1408)",-1
bf16,nonlinear,layernorm,"(128, 1536)",-1
fp16,nonlinear,layernorm,"(128, 1536)",-1
fp32,nonlinear,layernorm,"(128, 1536)",-1
bf16,nonlinear,layernorm,"(128, 1664)",-1
fp16,nonlinear,layernorm,"(128, 1664)",-1
fp32,nonlinear,layernorm,"(128, 1664)",-1
bf16,nonlinear,layernorm,"(128, 1792)",-1
fp16,nonlinear,layernorm,"(128, 1792)",-1
fp32,nonlinear,layernorm,"(128, 1792)",-1
bf16,nonlinear,layernorm,"(128, 1920)",-1
fp16,nonlinear,layernorm,"(128, 1920)",-1
fp32,nonlinear,layernorm,"(128, 1920)",-1
bf16,nonlinear,layernorm,"(128, 2048)",-1
fp16,nonlinear,layernorm,"(128, 2048)",-1
fp32,nonlinear,layernorm,"(128, 2048)",-1
bf16,nonlinear,layernorm,"(128, 2176)",-1
fp16,nonlinear,layernorm,"(128, 2176)",-1
fp32,nonlinear,layernorm,"(128, 2176)",-1
bf16,nonlinear,layernorm,"(128, 2304)",-1
fp16,nonlinear,layernorm,"(128, 2304)",-1
fp32,nonlinear,layernorm,"(128, 2304)",-1
bf16,nonlinear,layernorm,"(128, 2432)",-1
fp16,nonlinear,layernorm,"(128, 2432)",-1
fp32,nonlinear,layernorm,"(128, 2432)",-1
bf16,nonlinear,layernorm,"(128, 2560)",-1
fp16,nonlinear,layernorm,"(128, 2560)",-1
fp32,nonlinear,layernorm,"(128, 2560)",-1
bf16,nonlinear,layernorm,"(128, 256)",-1
fp16,nonlinear,layernorm,"(128, 256)",-1
fp32,nonlinear,layernorm,"(128, 256)",-1
bf16,nonlinear,layernorm,"(128, 2688)",-1
fp16,nonlinear,layernorm,"(128, 2688)",-1
fp32,nonlinear,layernorm,"(128, 2688)",-1
bf16,nonlinear,layernorm,"(128, 2816)",-1
fp16,nonlinear,layernorm,"(128, 2816)",-1
fp32,nonlinear,layernorm,"(128, 2816)",-1
bf16,nonlinear,layernorm,"(128, 2944)",-1
fp16,nonlinear,layernorm,"(128, 2944)",-1
fp32,nonlinear,layernorm,"(128, 2944)",-1
bf16,nonlinear,layernorm,"(128, 3072)",-1
fp16,nonlinear,layernorm,"(128, 3072)",-1
fp32,nonlinear,layernorm,"(128, 3072)",-1
bf16,nonlinear,layernorm,"(128, 3200)",-1
fp16,nonlinear,layernorm,"(128, 3200)",-1
fp32,nonlinear,layernorm,"(128, 3200)",-1
bf16,nonlinear,layernorm,"(128, 3328)",-1
fp16,nonlinear,layernorm,"(128, 3328)",-1
fp32,nonlinear,layernorm,"(128, 3328)",-1
bf16,nonlinear,layernorm,"(128, 3456)",-1
fp16,nonlinear,layernorm,"(128, 3456)",-1
fp32,nonlinear,layernorm,"(128, 3456)",-1
bf16,nonlinear,layernorm,"(128, 3584)",-1
fp16,nonlinear,layernorm,"(128, 3584)",-1
fp32,nonlinear,layernorm,"(128, 3584)",-1
bf16,nonlinear,layernorm,"(128, 3712)",-1
fp16,nonlinear,layernorm,"(128, 3712)",-1
fp32,nonlinear,layernorm,"(128, 3712)",-1
bf16,nonlinear,layernorm,"(128, 3840)",-1
fp16,nonlinear,layernorm,"(128, 3840)",-1
fp32,nonlinear,layernorm,"(128, 3840)",-1
bf16,nonlinear,layernorm,"(128, 384)",-1
fp16,nonlinear,layernorm,"(128, 384)",-1
fp32,nonlinear,layernorm,"(128, 384)",-1
bf16,nonlinear,layernorm,"(128, 3968)",-1
fp16,nonlinear,layernorm,"(128, 3968)",-1
fp32,nonlinear,layernorm,"(128, 3968)",-1
bf16,nonlinear,layernorm,"(128, 4096)",-1
fp16,nonlinear,layernorm,"(128, 4096)",-1
fp32,nonlinear,layernorm,"(128, 4096)",-1
bf16,nonlinear,layernorm,"(128, 512)",-1
fp16,nonlinear,layernorm,"(128, 512)",-1
fp32,nonlinear,layernorm,"(128, 512)",-1
bf16,nonlinear,layernorm,"(128, 640)",-1
fp16,nonlinear,layernorm,"(128, 640)",-1
fp32,nonlinear,layernorm,"(128, 640)",-1
bf16,nonlinear,layernorm,"(128, 768)",-1
fp16,nonlinear,layernorm,"(128, 768)",-1
fp32,nonlinear,layernorm,"(128, 768)",-1
bf16,nonlinear,layernorm,"(128, 896)",-1
fp16,nonlinear,layernorm,"(128, 896)",-1
fp32,nonlinear,layernorm,"(128, 896)",-1
bf16,nonlinear,layernorm,"(16384, 1024)",-1
fp16,nonlinear,layernorm,"(16384, 1024)",-1
fp32,nonlinear,layernorm,"(16384, 1024)",-1
bf16,nonlinear,layernorm,"(16384, 1152)",-1
fp16,nonlinear,layernorm,"(16384, 1152)",-1
fp32,nonlinear,layernorm,"(16384, 1152)",-1
bf16,nonlinear,layernorm,"(16384, 1280)",-1
fp16,nonlinear,layernorm,"(16384, 1280)",-1
fp32,nonlinear,layernorm,"(16384, 1280)",-1
bf16,nonlinear,layernorm,"(16384, 128)",-1
fp16,nonlinear,layernorm,"(16384, 128)",-1
fp32,nonlinear,layernorm,"(16384, 128)",-1
bf16,nonlinear,layernorm,"(16384, 1408)",-1
fp16,nonlinear,layernorm,"(16384, 1408)",-1
fp32,nonlinear,layernorm,"(16384, 1408)",-1
bf16,nonlinear,layernorm,"(16384, 1536)",-1
fp16,nonlinear,layernorm,"(16384, 1536)",-1
fp32,nonlinear,layernorm,"(16384, 1536)",-1
bf16,nonlinear,layernorm,"(16384, 1664)",-1
fp16,nonlinear,layernorm,"(16384, 1664)",-1
fp32,nonlinear,layernorm,"(16384, 1664)",-1
bf16,nonlinear,layernorm,"(16384, 1792)",-1
fp16,nonlinear,layernorm,"(16384, 1792)",-1
fp32,nonlinear,layernorm,"(16384, 1792)",-1
bf16,nonlinear,layernorm,"(16384, 1920)",-1
fp16,nonlinear,layernorm,"(16384, 1920)",-1
fp32,nonlinear,layernorm,"(16384, 1920)",-1
bf16,nonlinear,layernorm,"(16384, 2048)",-1
fp16,nonlinear,layernorm,"(16384, 2048)",-1
fp32,nonlinear,layernorm,"(16384, 2048)",-1
bf16,nonlinear,layernorm,"(16384, 2176)",-1
fp16,nonlinear,layernorm,"(16384, 2176)",-1
fp32,nonlinear,layernorm,"(16384, 2176)",-1
bf16,nonlinear,layernorm,"(16384, 2304)",-1
fp16,nonlinear,layernorm,"(16384, 2304)",-1
fp32,nonlinear,layernorm,"(16384, 2304)",-1
bf16,nonlinear,layernorm,"(16384, 2432)",-1
fp16,nonlinear,layernorm,"(16384, 2432)",-1
fp32,nonlinear,layernorm,"(16384, 2432)",-1
bf16,nonlinear,layernorm,"(16384, 2560)",-1
fp16,nonlinear,layernorm,"(16384, 2560)",-1
fp32,nonlinear,layernorm,"(16384, 2560)",-1
bf16,nonlinear,layernorm,"(16384, 256)",-1
fp16,nonlinear,layernorm,"(16384, 256)",-1
fp32,nonlinear,layernorm,"(16384, 256)",-1
bf16,nonlinear,layernorm,"(16384, 2688)",-1
fp16,nonlinear,layernorm,"(16384, 2688)",-1
fp32,nonlinear,layernorm,"(16384, 2688)",-1
bf16,nonlinear,layernorm,"(16384, 2816)",-1
fp16,nonlinear,layernorm,"(16384, 2816)",-1
fp32,nonlinear,layernorm,"(16384, 2816)",-1
bf16,nonlinear,layernorm,"(16384, 2944)",-1
fp16,nonlinear,layernorm,"(16384, 2944)",-1
fp32,nonlinear,layernorm,"(16384, 2944)",-1
bf16,nonlinear,layernorm,"(16384, 3072)",-1
fp16,nonlinear,layernorm,"(16384, 3072)",-1
fp32,nonlinear,layernorm,"(16384, 3072)",-1
bf16,nonlinear,layernorm,"(16384, 3200)",-1
fp16,nonlinear,layernorm,"(16384, 3200)",-1
fp32,nonlinear,layernorm,"(16384, 3200)",-1
bf16,nonlinear,layernorm,"(16384, 3328)",-1
fp16,nonlinear,layernorm,"(16384, 3328)",-1
fp32,nonlinear,layernorm,"(16384, 3328)",-1
bf16,nonlinear,layernorm,"(16384, 3456)",-1
fp16,nonlinear,layernorm,"(16384, 3456)",-1
fp32,nonlinear,layernorm,"(16384, 3456)",-1
bf16,nonlinear,layernorm,"(16384, 3584)",-1
